scenario_id,ego_id,rule,repairability,model,TV,TC
DEU_LocationALower-36_45_T-1,5,R_G3,initial feasibility
DEU_LocationALower-36_45_T-1,8,R_G3,initial feasibility
DEU_LocationALower-36_45_T-1,9,R_G3,initial feasibility
DEU_LocationALower-36_45_T-1,11,R_G3,initial feasibility
DEU_LocationALower-36_45_T-1,12,R_G3,initial feasibility
DEU_LocationALower-36_45_T-1,14,R_G3,initial feasibility
DEU_LocationALower-36_45_T-1,15,R_G3,initial feasibility
DEU_LocationALower-36_45_T-1,16,R_G3,initial feasibility
DEU_LocationALower-36_45_T-1,17,R_G3,not repairable,"{'a', 'b', 'c', 'd'}",8,7
DEU_LocationALower-36_45_T-1,18,R_G3,initial feasibility
DEU_LocationAUpper-27_39_T-1,5,R_G3,initial feasibility
DEU_LocationAUpper-27_39_T-1,6,R_G3,initial feasibility
DEU_LocationAUpper-27_39_T-1,7,R_G3,initial feasibility
DEU_LocationAUpper-27_39_T-1,10,R_G3,initial feasibility
DEU_LocationAUpper-27_39_T-1,11,R_G3,initial feasibility
DEU_LocationAUpper-27_39_T-1,13,R_G3,initial feasibility
DEU_LocationAUpper-27_39_T-1,14,R_G3,initial feasibility
DEU_LocationAUpper-27_39_T-1,16,R_G3,initial feasibility
DEU_LocationAUpper-27_39_T-1,17,R_G3,initial feasibility
DEU_LocationAUpper-50_2_T-1,6,R_G3,initial feasibility
DEU_LocationAUpper-50_2_T-1,8,R_G3,initial feasibility
DEU_LocationAUpper-50_2_T-1,11,R_G3,initial feasibility
DEU_LocationAUpper-50_2_T-1,12,R_G3,initial feasibility
DEU_LocationAUpper-50_2_T-1,14,R_G3,initial feasibility
DEU_LocationAUpper-50_2_T-1,15,R_G3,initial feasibility
DEU_LocationEUpper-19_7_T-1,3,R_G3,initial feasibility
DEU_LocationEUpper-23_27_T-1,7,R_G3,initial feasibility
DEU_LocationEUpper-23_27_T-1,9,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,5,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,6,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,7,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,8,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,9,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,10,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,11,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,12,R_G3,not repairable,"{'a', 'b', 'c', 'd'}",22,21
DEU_LocationALower-41_30_T-1,13,R_G3,initial feasibility
DEU_LocationALower-34_12_T-1,12,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,7,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,8,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,9,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,11,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,12,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,13,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,14,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,15,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,16,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,17,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,19,R_G3,initial feasibility
DEU_LocationAUpper-13_23_T-1,5,R_G3,initial feasibility
DEU_LocationAUpper-13_23_T-1,9,R_G3,initial feasibility
DEU_LocationAUpper-13_23_T-1,10,R_G3,initial feasibility
DEU_LocationAUpper-13_23_T-1,11,R_G3,initial feasibility
DEU_LocationAUpper-13_23_T-1,12,R_G3,initial feasibility
DEU_LocationAUpper-13_23_T-1,14,R_G3,initial feasibility
