scenario_id,ego_id,rule,repairability,model,TV,TC
DEU_LocationALower-47_19_T-1,9,R_G3,bingo,"{'a', 'd', 'c', 'b'}",20,19
DEU_LocationALower-47_19_T-1,10,R_G3,initial feasibility
DEU_LocationALower-47_19_T-1,11,R_G3,bingo,"{'a', 'd', 'c', 'b'}",37,36
DEU_LocationALower-47_19_T-1,12,R_G3,bingo,"{'a', 'd', 'c', 'b'}",52,51
DEU_LocationALower-13_36_T-1,8,R_G3,initial feasibility
DEU_LocationALower-13_36_T-1,10,R_G3,initial feasibility
DEU_LocationALower-13_36_T-1,11,R_G3,initial feasibility
DEU_LocationALower-13_36_T-1,16,R_G3,initial feasibility
DEU_LocationALower-55_38_T-1,9,R_G3,initial feasibility
DEU_LocationALower-55_38_T-1,10,R_G3,initial feasibility
DEU_LocationALower-55_38_T-1,11,R_G3,initial feasibility
DEU_LocationALower-55_38_T-1,12,R_G3,initial feasibility
DEU_LocationAUpper-40_34_T-1,7,R_G3,initial feasibility
DEU_LocationAUpper-40_34_T-1,11,R_G3,initial feasibility
DEU_LocationAUpper-40_34_T-1,13,R_G3,initial feasibility
DEU_LocationAUpper-40_34_T-1,15,R_G3,initial feasibility
DEU_LocationAUpper-43_10_T-1,8,R_G3,initial feasibility
DEU_LocationAUpper-43_10_T-1,10,R_G3,initial feasibility
DEU_LocationAUpper-43_10_T-1,11,R_G3,initial feasibility
DEU_LocationAUpper-43_10_T-1,13,R_G3,initial feasibility
DEU_LocationAUpper-43_10_T-1,15,R_G3,initial feasibility
DEU_LocationAUpper-34_27_T-1,11,R_G3,initial feasibility
DEU_LocationAUpper-34_27_T-1,12,R_G3,initial feasibility
DEU_LocationAUpper-34_27_T-1,15,R_G3,initial feasibility
DEU_LocationAUpper-34_27_T-1,16,R_G3,initial feasibility
DEU_LocationALower-56_5_T-1,9,R_G3,initial feasibility
DEU_LocationALower-56_5_T-1,10,R_G3,initial feasibility
DEU_LocationALower-56_5_T-1,11,R_G3,bingo,"{'a', 'd', 'c', 'b'}",6,5
DEU_LocationALower-56_5_T-1,15,R_G3,bingo,"{'a', 'd', 'c', 'b'}",6,5
DEU_LocationALower-56_5_T-1,18,R_G3,bingo,"{'a', 'd', 'c', 'b'}",38,37
DEU_LocationALower-56_5_T-1,22,R_G3,bingo,"{'a', 'd', 'c', 'b'}",46,45
DEU_LocationEUpper-21_15_T-1,5,R_G3,initial feasibility
DEU_LocationEUpper-21_15_T-1,6,R_G3,initial feasibility
DEU_LocationCUpper-5_4_T-1,5,R_G3,initial feasibility
DEU_LocationALower-43_27_T-1,5,R_G3,initial feasibility
DEU_LocationALower-43_27_T-1,6,R_G3,bingo,"{'a', 'd', 'c', 'b'}",5,4
DEU_LocationALower-43_27_T-1,7,R_G3,initial feasibility
DEU_LocationALower-43_27_T-1,8,R_G3,initial feasibility
DEU_LocationALower-43_27_T-1,9,R_G3,initial feasibility
DEU_LocationALower-43_27_T-1,11,R_G3,bingo,"{'a', 'd', 'c', 'b'}",13,12
DEU_LocationALower-43_27_T-1,13,R_G3,bingo,"{'a', 'd', 'c', 'b'}",37,36
DEU_LocationALower-46_39_T-1,22,R_G3,initial feasibility
DEU_LocationALower-11_8_T-1,10,R_G3,initial feasibility
DEU_LocationALower-11_8_T-1,11,R_G3,initial feasibility
DEU_LocationALower-11_8_T-1,12,R_G3,initial feasibility
DEU_LocationALower-11_8_T-1,14,R_G3,bingo,"{'a', 'd', 'c', 'b'}",40,39
DEU_LocationALower-11_8_T-1,15,R_G3,bingo,"{'a', 'd', 'c', 'b'}",15,14
DEU_LocationALower-11_8_T-1,17,R_G3,bingo,"{'a', 'd', 'c', 'b'}",30,29
DEU_LocationDUpper-8_51_T-1,7,R_G3,initial feasibility
DEU_LocationDUpper-8_51_T-1,11,R_G3,initial feasibility
DEU_LocationDUpper-8_51_T-1,13,R_G3,initial feasibility
DEU_LocationALower-57_5_T-1,15,R_G3,initial feasibility
DEU_LocationAUpper-44_26_T-1,8,R_G3,initial feasibility
DEU_LocationAUpper-44_26_T-1,12,R_G3,initial feasibility
DEU_LocationAUpper-44_26_T-1,15,R_G3,initial feasibility
DEU_LocationEUpper-24_2_T-1,4,R_G3,initial feasibility
DEU_LocationAUpper-35_21_T-1,6,R_G3,initial feasibility
