scenario_id,ego_id,rule,repairability,model,TV,TC
DEU_LocationALower-36_45_T-1,9,R_G3,initial feasibility
DEU_LocationALower-36_45_T-1,11,R_G3,initial feasibility
DEU_LocationALower-36_45_T-1,14,R_G3,initial feasibility
DEU_LocationALower-36_45_T-1,15,R_G3,initial feasibility
DEU_LocationALower-36_45_T-1,16,R_G3,initial feasibility
DEU_LocationALower-36_45_T-1,17,R_G3,bingo,"{'d', 'a', 'c', 'b'}",8,7
DEU_LocationAUpper-27_39_T-1,10,R_G3,initial feasibility
DEU_LocationAUpper-27_39_T-1,11,R_G3,initial feasibility
DEU_LocationAUpper-27_39_T-1,13,R_G3,initial feasibility
DEU_LocationAUpper-27_39_T-1,16,R_G3,initial feasibility
DEU_LocationAUpper-50_2_T-1,11,R_G3,initial feasibility
DEU_LocationAUpper-50_2_T-1,14,R_G3,initial feasibility
DEU_LocationAUpper-50_2_T-1,15,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,5,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,6,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,7,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,8,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,9,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,11,R_G3,initial feasibility
DEU_LocationALower-41_30_T-1,12,R_G3,not repairable,"{'d', 'a', 'c', 'b'}",22,21
DEU_LocationALower-41_30_T-1,13,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,7,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,8,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,9,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,11,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,12,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,13,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,15,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,16,R_G3,initial feasibility
DEU_LocationAUpper-54_21_T-1,19,R_G3,initial feasibility
DEU_LocationAUpper-13_23_T-1,9,R_G3,initial feasibility
DEU_LocationAUpper-13_23_T-1,10,R_G3,initial feasibility
DEU_LocationAUpper-13_23_T-1,11,R_G3,initial feasibility
DEU_LocationAUpper-13_23_T-1,15,R_G3,bingo,"{'d', 'a', 'c', 'b'}",30,29
DEU_LocationAUpper-13_23_T-1,18,R_G3,bingo,"{'d', 'a', 'c', 'b'}",16,15
DEU_LocationAUpper-13_23_T-1,19,R_G3,bingo,"{'d', 'a', 'c', 'b'}",36,35
DEU_LocationALower-12_6_T-1,18,R_G3,bingo,"{'d', 'a', 'c', 'b'}",30,29
DEU_LocationAUpper-54_23_T-1,8,R_G3,initial feasibility
DEU_LocationAUpper-54_23_T-1,11,R_G3,initial feasibility
DEU_LocationAUpper-54_23_T-1,14,R_G3,initial feasibility
DEU_LocationAUpper-54_23_T-1,15,R_G3,initial feasibility
DEU_LocationALower-36_22_T-1,11,R_G3,initial feasibility
DEU_LocationALower-36_22_T-1,14,R_G3,initial feasibility
DEU_LocationALower-36_22_T-1,15,R_G3,initial feasibility
DEU_LocationALower-36_22_T-1,18,R_G3,bingo,"{'d', 'a', 'c', 'b'}",28,27
DEU_LocationAUpper-49_30_T-1,7,R_G3,initial feasibility
DEU_LocationAUpper-49_30_T-1,9,R_G3,initial feasibility
DEU_LocationAUpper-49_30_T-1,10,R_G3,initial feasibility
DEU_LocationAUpper-49_30_T-1,11,R_G3,initial feasibility
DEU_LocationAUpper-49_30_T-1,13,R_G3,initial feasibility
DEU_LocationALower-42_16_T-1,9,R_G3,initial feasibility
DEU_LocationALower-42_16_T-1,10,R_G3,bingo,"{'d', 'a', 'c', 'b'}",9,8
DEU_LocationALower-42_16_T-1,13,R_G3,bingo,"{'d', 'a', 'c', 'b'}",12,11
DEU_LocationAUpper-51_25_T-1,9,R_G3,initial feasibility
DEU_LocationAUpper-51_25_T-1,12,R_G3,initial feasibility
DEU_LocationAUpper-51_25_T-1,16,R_G3,initial feasibility
DEU_LocationAUpper-13_18_T-1,6,R_G3,initial feasibility
DEU_LocationAUpper-13_18_T-1,8,R_G3,initial feasibility
DEU_LocationAUpper-13_18_T-1,9,R_G3,initial feasibility
DEU_LocationAUpper-13_18_T-1,12,R_G3,initial feasibility
DEU_LocationAUpper-13_18_T-1,13,R_G3,initial feasibility
DEU_LocationAUpper-13_18_T-1,15,R_G3,initial feasibility
DEU_LocationAUpper-13_18_T-1,18,R_G3,initial feasibility
DEU_LocationAUpper-50_24_T-1,7,R_G3,initial feasibility
DEU_LocationAUpper-50_24_T-1,9,R_G3,initial feasibility
DEU_LocationAUpper-50_24_T-1,12,R_G3,initial feasibility
DEU_LocationAUpper-50_24_T-1,13,R_G3,initial feasibility
DEU_LocationAUpper-39_19_T-1,9,R_G3,initial feasibility
DEU_LocationAUpper-27_41_T-1,11,R_G3,initial feasibility
DEU_LocationAUpper-27_41_T-1,16,R_G3,initial feasibility
DEU_LocationAUpper-27_41_T-1,27,R_G3,initial feasibility
DEU_LocationAUpper-53_47_T-1,7,R_G3,initial feasibility
DEU_LocationAUpper-53_47_T-1,10,R_G3,initial feasibility
DEU_LocationAUpper-53_47_T-1,12,R_G3,initial feasibility
DEU_LocationAUpper-53_47_T-1,14,R_G3,initial feasibility
DEU_LocationAUpper-53_47_T-1,15,R_G3,initial feasibility
DEU_LocationAUpper-53_47_T-1,17,R_G3,initial feasibility
DEU_LocationAUpper-26_50_T-1,20,R_G3,initial feasibility
DEU_LocationAUpper-26_50_T-1,22,R_G3,initial feasibility
DEU_LocationEUpper-20_31_T-1,6,R_G3,initial feasibility
DEU_LocationBLower-3_40_T-1,7,R_G3,initial feasibility
DEU_LocationALower-53_44_T-1,5,R_G3,initial feasibility
DEU_LocationALower-53_44_T-1,6,R_G3,initial feasibility
DEU_LocationALower-53_44_T-1,7,R_G3,initial feasibility
DEU_LocationALower-53_44_T-1,8,R_G3,not repairable,"{'d', 'a', 'c', 'b'}",3,2
DEU_LocationALower-53_44_T-1,9,R_G3,initial feasibility
DEU_LocationALower-53_44_T-1,12,R_G3,initial feasibility
DEU_LocationALower-53_44_T-1,15,R_G3,bingo,"{'d', 'a', 'c', 'b'}",16,15
DEU_LocationALower-53_44_T-1,19,R_G3,bingo,"{'d', 'a', 'c', 'b'}",38,37
DEU_LocationAUpper-28_22_T-1,12,R_G3,initial feasibility
