scenario_id,scenario_path,ego_id,rule,repairer_type,planner,constraint_mode,sat_solver_mode,extend_acceleration_reference_path,attempted_smt_configurations,success,iterations,successful_repair_mode,deceleration_iterations,acceleration_iterations,tv,tc,updated_tv,domain_dict_size,predicate_value_estimate_time,vp_planning_time,constraint_extract_time,sat_solve_time,domain_dict_time,sat_time,clcs_time,constraint_extraction_time,constraint_conversion_time,lp_time,trajectory_build_time,tc_search_time,reach_set_time,optimization_time,core_total_time,wall_time,error
DEU_AachenFrankenburg-1_201920_T-1939,/data_linux/Lab/highD-cr-scenarios/13_inD/scenarios/DEU_AachenFrankenburg-1_201920_T-1939.xml,10185,R_IN3_hand_draft,vp,2,1,dpll,False,,False,736,,46,690,1,0,,0,0.0,0.0574612617492675,0.0042309761047363,2.2589070796966557,0.0,2.2589070796966557,0.0033206939697265,0.0005261898040771,0.0037047863006591,0.0543968677520751,0.0030643939971923,0.0,0.0,0.0,2.320599317550659,4.6170971393585205,repair returned None
DEU_AachenFrankenburg-1_212980_T-2999,/data_linux/Lab/highD-cr-scenarios/13_inD/scenarios/DEU_AachenFrankenburg-1_212980_T-2999.xml,10277,R_IN3_hand_draft,vp,2,1,dpll,False,,True,1,deceleration,1,0,4,0,inf,0,0.0,0.0046930313110351,0.0008599758148193,9.632110595703124e-05,0.0,9.632110595703124e-05,0.0026512145996093,0.0004429817199707,0.0004169940948486,0.0044324398040771,0.000260591506958,0.0,0.0,0.0,0.0056493282318115,1.205132246017456,
DEU_AachenFrankenburg-1_214320_T-4339,/data_linux/Lab/highD-cr-scenarios/13_inD/scenarios/DEU_AachenFrankenburg-1_214320_T-4339.xml,10381,R_IN3_hand_draft,vp,2,1,dpll,False,,True,2,deceleration,2,0,2,0,inf,0,0.0,0.0047016143798828,0.0004546642303466,0.0003340244293212,0.0,0.0003340244293212,0.0020675659179687,0.0001025199890136,0.000352144241333,0.0044052600860595,0.0002963542938232,0.0,0.0,0.0,0.0054903030395507,1.246546745300293,
DEU_AachenFrankenburg-1_231880_T-1899,/data_linux/Lab/highD-cr-scenarios/13_inD/scenarios/DEU_AachenFrankenburg-1_231880_T-1899.xml,10184,R_IN3_hand_draft,vp,2,1,dpll,False,,False,496,,31,465,3,0,,0,0.0,0.0579543113708496,0.0043859481811523,0.7682371139526367,0.0,0.7682371139526367,0.0013737678527832,0.0005836486816406,0.0038022994995117,0.054612398147583,0.0033419132232666,0.0,0.0,0.0,0.8305773735046387,3.269049882888794,repair returned None
DEU_AachenFrankenburg-1_26540_T-559,/data_linux/Lab/highD-cr-scenarios/13_inD/scenarios/DEU_AachenFrankenburg-1_26540_T-559.xml,10066,R_IN3_hand_draft,vp,2,1,dpll,False,,True,13,deceleration,13,0,1,0,inf,0,0.0,0.0058701038360595,0.0009365081787109,0.0058321952819824,0.0,0.0058321952819824,0.0019786357879638,0.0001282691955566,0.0008082389831542,0.005380630493164,0.0004894733428955,0.0,0.0,0.0,0.0126388072967529,1.5569860935211182,
DEU_AachenFrankenburg-1_281480_T-1499,/data_linux/Lab/highD-cr-scenarios/13_inD/scenarios/DEU_AachenFrankenburg-1_281480_T-1499.xml,10138,R_IN3_hand_draft,vp,2,1,dpll,False,,True,1,deceleration,1,0,7,0,inf,0,0.0,0.0039279460906982,0.0007276535034179,0.0001404285430908,0.0,0.0001404285430908,0.0019612312316894,0.0003392696380615,0.0003883838653564,0.0036749839782714,0.0002529621124267,0.0,0.0,0.0,0.004796028137207,1.23624849319458,
DEU_AachenFrankenburg-1_291080_T-1099,/data_linux/Lab/highD-cr-scenarios/13_inD/scenarios/DEU_AachenFrankenburg-1_291080_T-1099.xml,10131,R_IN3_hand_draft,vp,2,1,dpll,False,,True,2,deceleration,2,0,4,0,inf,0,0.0,0.004307746887207,0.0004637241363525,0.0003464221954345,0.0,0.0003464221954345,0.0022714138031005,0.0001075267791748,0.0003561973571777,0.0040454864501953,0.0002622604370117,0.0,0.0,0.0,0.0051178932189941,1.2558770179748535,
DEU_AachenFrankenburg-1_291980_T-1999,/data_linux/Lab/highD-cr-scenarios/13_inD/scenarios/DEU_AachenFrankenburg-1_291980_T-1999.xml,10203,R_IN3_hand_draft,vp,2,1,dpll,False,,False,688,,43,645,6,0,,0,0.0,0.0675966739654541,0.0050020217895507,1.8123655319213867,0.0,1.8123655319213867,0.002223253250122,0.0006392002105712,0.0043628215789794,0.0636308193206787,0.0039658546447753,0.0,0.0,0.0,1.884964227676392,4.754238605499268,repair returned None
DEU_AachenFrankenburg-1_294020_T-4039,/data_linux/Lab/highD-cr-scenarios/13_inD/scenarios/DEU_AachenFrankenburg-1_294020_T-4039.xml,10394,R_IN3_hand_draft,vp,2,1,dpll,False,,True,1,deceleration,1,0,7,0,inf,0,0.0,0.0051321983337402,0.0008924007415771,0.0001094341278076,0.0,0.0001094341278076,0.0025007724761962,0.0004286766052246,0.0004637241363525,0.0048425197601318,0.0002896785736083,0.0,0.0,0.0,0.006134033203125,1.2029132843017578,
DEU_AachenFrankenburg-1_183000_T-3019,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_converter_2026_update/DEU_AachenFrankenburg-1_183000_T-3019.xml,10233,R_IN3_hand_draft,vp,2,1,dpll,False,,True,1,deceleration,1,0,11,0,inf,0,0.0,0.0049006938934326,0.0008254051208496,0.00010347366333,0.0,0.00010347366333,0.0020761489868164,0.0004558563232421,0.0003695487976074,0.004664659500122,0.0002360343933105,0.0,0.0,0.0,0.0058295726776123,1.228356122970581,
DEU_AachenFrankenburg-1_183020_T-3039,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_converter_2026_update/DEU_AachenFrankenburg-1_183020_T-3039.xml,10235,R_IN3_hand_draft,vp,2,1,dpll,False,,True,1,deceleration,1,0,6,0,inf,0,0.0,0.0046875476837158,0.0008764266967773,0.0001037120819091,0.0,0.0001037120819091,0.0025179386138916,0.0004398822784423,0.0004365444183349,0.0044279098510742,0.0002596378326416,0.0,0.0,0.0,0.0056676864624023,1.2301721572875977,
DEU_AachenFrankenburg-1_183920_T-3939,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_converter_2026_update/DEU_AachenFrankenburg-1_183920_T-3939.xml,10289,R_IN3_hand_draft,vp,2,1,dpll,False,,False,448,,28,420,9,0,,0,0.0,0.0597269535064697,0.0043542385101318,3.040433883666992,0.0,3.040433883666992,0.0033202171325683,0.0005297660827636,0.0038244724273681,0.0566208362579345,0.0031061172485351,0.0,0.0,0.0,3.1045150756835938,5.479403257369995,repair returned None
DEU_AachenFrankenburg-1_183940_T-3959,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_converter_2026_update/DEU_AachenFrankenburg-1_183940_T-3959.xml,10291,R_IN3_hand_draft,vp,2,1,dpll,False,,False,464,,29,435,3,0,,0,0.0,0.0366442203521728,0.0028753280639648,4.907003879547119,0.0,4.907003879547119,0.0025057792663574,0.0003435611724853,0.0025317668914794,0.0344853401184082,0.0021588802337646,0.0,0.0,0.0,4.946523427963257,6.9360175132751465,repair returned None
DEU_AachenFrankenburg-1_184840_T-4859,/data_linux/Lab/highD-cr-scenarios/ind_scenarios_converter_2026_update/DEU_AachenFrankenburg-1_184840_T-4859.xml,10366,R_IN3_hand_draft,vp,2,1,dpll,False,,True,278,acceleration,31,247,4,0,inf,0,0.0,0.0843925476074218,0.007115364074707,0.3934147357940674,0.0,0.3934147357940674,0.0012128353118896,0.0012180805206298,0.0058972835540771,0.0788381099700927,0.0055544376373291,0.0,0.0,0.0,0.4849226474761963,3.597325086593628,
